This file was created by using the 202604 CRSP database.
It contains value-weighted returns for the intersections of  2 ME portfolios
and  3 BE/ME portfolios. 

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME at the end of December of the prior year.

Missing data are indicated by -99.99 or -999.

The break points use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.

The  portfolios  use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.


  Average Value Weighted Returns -- Daily
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
20080222,  -0.54,   0.08,   0.18,   0.51,   0.90,   0.94
20080225,   1.98,   1.94,   1.79,   1.43,   1.44,   1.34
20080226,   1.18,   1.05,   1.02,   0.71,   0.62,   0.83
20080227,   0.12,  -0.22,  -0.27,  -0.15,   0.04,  -0.24
20080228,  -1.12,  -1.37,  -1.67,  -0.71,  -1.08,  -1.13
20080229,  -2.73,  -2.66,  -2.52,  -2.28,  -3.08,  -2.87
20080303,  -0.49,  -0.12,  -0.56,   0.19,   0.00,  -0.51
20080304,  -0.63,  -0.47,  -0.05,  -0.15,  -0.49,  -0.55
20080305,   0.60,   0.28,   0.03,   0.66,   0.47,   0.49
20080306,  -2.95,  -2.78,  -2.65,  -1.89,  -2.48,  -2.61
20080307,  -1.12,  -0.36,  -0.22,  -0.99,  -0.86,  -0.51
20080310,  -3.12,  -1.99,  -1.66,  -1.37,  -1.96,  -1.58
20080311,   3.69,   4.19,   3.72,   3.16,   4.01,   3.74
20080312,  -0.62,  -0.79,  -0.99,  -0.37,  -1.04,  -1.46
20080313,   1.75,   1.86,   1.79,   0.63,   0.59,   0.25
20080314,  -2.21,  -2.43,  -2.33,  -1.66,  -2.49,  -2.20
20080317,  -2.57,  -1.40,  -1.63,  -0.80,  -1.58,  -0.70
20080318,   4.51,   4.39,   3.74,   3.54,   4.97,   3.96
20080319,  -2.38,  -2.45,  -2.13,  -2.21,  -2.73,  -2.08
20080320,   1.86,   2.63,   2.58,   1.85,   2.80,   2.76
20080324,   3.31,   2.52,   2.27,   1.77,   1.30,   1.64
20080325,   0.76,   0.56,   0.80,   0.32,   0.45,   0.04
20080326,  -0.07,  -0.34,  -0.65,  -0.49,  -1.43,  -0.90
20080327,  -1.20,  -1.27,  -1.33,  -1.03,  -1.33,  -0.91
20080328,  -1.39,  -1.19,  -1.06,  -0.63,  -1.09,  -0.52
20080331,   0.58,   0.81,   0.84,   0.35,   0.77,   0.96
20080401,   3.06,   2.88,   2.72,   2.96,   4.25,   3.43
20080402,   0.50,   0.36,   0.10,  -0.15,  -0.17,  -0.16
20080403,   0.20,  -0.11,   0.01,   0.10,   0.22,  -0.01
20080404,   0.27,   0.00,   0.05,   0.39,   0.05,  -0.41
20080407,  -0.14,  -0.29,   0.04,  -0.09,   0.36,   0.69
20080408,   0.07,  -0.21,  -0.17,  -0.24,  -0.69,  -0.26
20080409,  -1.63,  -1.82,  -1.71,  -0.79,  -0.89,  -0.99
20080410,   1.21,   1.13,   0.83,   0.88,   0.07,   0.16
20080411,  -2.71,  -2.47,  -2.35,  -2.29,  -1.63,  -1.71
20080414,  -0.34,  -0.34,  -0.33,  -0.06,  -0.67,  -0.67
20080415,   0.33,   0.99,   1.01,   0.35,   0.66,   0.46
20080416,   2.78,   2.83,   2.67,   1.84,   2.81,   2.16
20080417,  -0.89,  -0.74,  -0.69,  -0.29,   0.30,   0.24
20080418,   1.78,   1.87,   1.36,   1.82,   1.73,   1.12
20080421,   0.07,  -0.58,  -0.66,   0.08,  -0.46,  -0.46
20080422,  -2.17,  -1.80,  -1.81,  -0.92,  -0.91,  -0.50
20080423,   1.06,   0.37,  -0.50,   0.62,  -0.11,  -0.24
20080424,   1.11,   1.35,   1.35,   0.28,   0.96,   0.84
20080425,   0.76,   0.69,   0.39,   0.18,   1.34,   0.98
20080428,   0.43,   0.57,   0.49,  -0.16,  -0.12,   0.07
20080429,  -0.70,  -0.75,  -0.61,  -0.44,  -0.54,   0.26
20080430,  -0.11,  -0.32,  -0.53,  -0.28,  -0.55,   0.14
20080501,   1.83,   2.04,   1.75,   1.29,   2.09,   1.92
20080502,  -0.35,  -0.49,  -0.46,   0.11,   0.58,   0.30
20080505,  -0.09,  -0.14,  -0.29,  -0.34,  -0.56,  -0.54
20080506,   0.71,   0.68,   0.91,   0.53,   0.93,   1.07
20080507,  -1.78,  -1.70,  -1.65,  -1.43,  -1.94,  -1.87
20080508,   0.45,   0.44,   0.32,   0.54,   0.26,   0.09
20080509,   0.08,   0.15,  -0.26,  -0.51,  -0.72,  -0.57
20080512,   1.84,   1.75,   1.47,   1.24,   0.96,   0.81
20080513,   0.67,   0.54,   0.68,   0.21,  -0.21,  -0.05
20080514,  -0.02,  -0.01,   0.16,   0.35,   0.60,   0.36
20080515,   1.10,   0.92,   0.72,   1.00,   1.20,   0.82
20080516,  -0.10,  -0.26,  -0.31,   0.13,   0.09,   0.35
20080519,  -0.14,  -0.29,  -0.19,  -0.02,  -0.10,   0.31
20080520,  -0.38,  -0.42,  -0.28,  -0.76,  -0.83,  -1.19
20080521,  -1.34,  -1.00,  -1.02,  -1.59,  -1.61,  -1.42
20080522,   0.72,   0.79,   0.63,   0.37,   0.32,   0.56
20080523,  -1.15,  -1.15,  -1.35,  -0.98,  -1.56,  -1.50
20080527,   1.40,   1.41,   0.97,   0.79,   0.37,   0.94
20080528,   0.65,   0.44,   0.24,   0.48,   0.45,   0.62
20080529,   1.06,   1.03,   0.58,   0.67,   0.36,   0.70
20080530,   0.50,   0.48,   0.46,   0.30,   0.11,   0.33
20080602,  -0.96,  -0.94,  -0.61,  -1.01,  -0.95,  -0.93
20080603,  -0.29,  -0.35,  -0.05,  -0.39,  -0.57,  -0.62
20080604,   0.67,   0.49,   0.35,   0.32,  -0.17,  -0.70
20080605,   2.31,   2.43,   2.08,   1.86,   2.06,   1.80
20080606,  -2.79,  -2.90,  -2.70,  -2.84,  -3.01,  -3.01
20080609,  -0.69,  -0.46,  -0.71,   0.30,  -0.08,  -0.48
20080610,  -0.52,  -0.08,  -0.48,  -0.13,  -0.41,  -0.53
20080611,  -1.99,  -1.78,  -1.85,  -1.47,  -1.88,  -1.68
20080612,   0.32,   0.32,   0.30,   0.29,   0.30,   0.42
20080613,   2.20,   1.72,   1.50,   1.46,   1.70,   1.30
20080616,   0.98,   0.87,   0.85,  -0.06,   0.36,  -0.15
20080617,  -0.31,  -0.59,  -0.59,  -0.39,  -0.87,  -0.58
20080618,  -0.77,  -0.81,  -0.62,  -1.01,  -0.95,  -0.77
20080619,   0.97,   0.87,   0.42,   0.61,   0.02,  -0.12
20080620,  -1.74,  -1.33,  -1.55,  -1.83,  -1.91,  -1.69
20080623,  -0.74,  -0.76,  -0.91,   0.15,  -0.31,  -0.29
20080624,  -1.81,  -1.51,  -1.36,  -0.50,  -0.24,  -0.40
20080625,   1.22,   0.90,   0.74,   0.75,   0.52,   0.40
20080626,  -2.29,  -2.24,  -2.30,  -2.80,  -3.13,  -2.49
20080627,  -0.05,  -0.34,  -0.52,  -0.45,  -0.12,  -0.99
20080630,  -1.12,  -0.94,  -1.13,   0.11,  -0.19,   0.58
20080701,  -0.24,  -0.09,   0.17,   0.45,   0.00,   0.67
20080702,  -2.53,  -2.80,  -2.78,  -2.00,  -2.01,  -1.43
20080703,  -1.03,  -0.81,  -0.80,   0.14,  -0.32,  -0.58
20080707,  -1.04,  -0.93,  -1.41,  -0.29,  -1.21,  -2.43
20080708,   3.00,   3.09,   4.31,   1.31,   1.56,   4.54
20080709,  -2.25,  -2.36,  -3.18,  -1.77,  -2.04,  -3.63
20080710,   0.54,   0.53,  -0.24,   1.03,   0.44,  -0.50
20080711,   0.39,   0.55,  -0.27,  -0.74,  -1.07,  -2.25
20080714,  -1.07,  -1.55,  -2.64,  -0.33,  -1.08,  -3.59
20080715,   0.11,  -0.34,  -0.56,  -0.58,  -1.49,  -2.38
20080716,   3.17,   3.64,   5.59,   1.55,   2.44,   8.34
20080717,   1.28,   1.89,   3.67,   0.50,   0.68,   6.10
20080718,  -0.57,  -0.43,  -0.23,  -0.42,   0.26,   1.34
20080721,   0.64,   0.35,   0.12,   0.21,   0.21,  -0.31
20080722,   2.19,   3.00,   4.13,   0.51,   1.42,   4.58
20080723,   0.49,   0.31,   1.59,   0.07,   0.27,   1.83
20080724,  -2.02,  -2.04,  -3.83,  -1.63,  -2.52,  -5.45
20080725,   0.89,   1.01,   0.80,   0.88,   0.00,  -0.95
20080728,  -1.87,  -2.01,  -2.59,  -1.53,  -1.53,  -3.54
20080729,   1.99,   2.55,   4.14,   1.65,   2.15,   5.98
20080730,   0.82,   0.35,   0.17,   1.45,   2.16,   1.96
20080731,  -0.30,  -0.51,  -0.43,  -1.36,  -1.15,  -0.42
20080801,   0.14,   0.25,   0.77,  -0.69,  -0.63,   0.53
20080804,  -1.47,  -1.40,  -0.89,  -1.02,  -1.26,  -0.99
20080805,   1.55,   2.61,   3.23,   2.57,   2.40,   4.18
20080806,   1.26,   0.25,   0.54,   0.81,   0.27,  -0.59
20080807,  -1.22,  -1.62,  -2.23,  -1.26,  -1.97,  -3.71
20080808,   2.69,   2.97,   3.87,   2.07,   2.19,   3.30
20080811,   1.87,   2.47,   2.82,   0.36,   0.91,   1.72
20080812,  -0.90,  -0.73,  -1.12,  -0.33,  -1.46,  -4.19
20080813,   0.54,   0.18,  -0.72,   0.06,   0.09,  -2.41
20080814,   0.86,   0.88,   1.54,   0.38,   0.48,   2.21
20080815,  -0.18,   0.08,   0.85,   0.23,   0.51,   1.21
20080818,  -1.60,  -1.42,  -1.74,  -1.14,  -1.57,  -2.87
20080819,  -1.79,  -1.52,  -2.39,  -0.70,  -0.86,  -2.40
20080820,   0.33,   0.05,  -0.23,   0.37,   0.91,   0.94
20080821,  -0.69,  -0.76,  -1.04,   0.22,   0.39,  -0.26
20080822,   1.63,   1.67,   2.28,   1.03,   0.77,   2.40
20080825,  -2.14,  -2.25,  -2.33,  -1.80,  -1.83,  -2.67
20080826,   0.17,   0.40,   0.16,   0.20,   0.56,   0.62
20080827,   1.24,   1.15,   1.34,   0.72,   0.96,   1.47
20080828,   1.85,   1.89,   2.87,   1.10,   1.54,   3.58
20080829,  -0.95,  -1.11,  -0.60,  -1.59,  -0.95,  -0.70
20080902,  -0.30,   0.15,   1.16,  -0.85,  -0.54,   1.45
20080903,   0.03,   0.59,   1.32,  -0.73,   0.10,   1.03
20080904,  -3.38,  -2.86,  -2.83,  -2.61,  -3.02,  -4.14
20080905,  -0.22,  -0.02,   0.53,   0.09,   0.38,   2.44
20080908,   1.34,   1.99,   2.51,   1.17,   2.13,   4.20
20080909,  -3.44,  -2.77,  -3.31,  -2.74,  -4.27,  -4.57
20080910,   0.85,   1.17,   0.54,   0.88,   0.68,  -0.24
20080911,   0.29,   0.29,   0.62,   1.38,   1.26,   1.30
20080912,   0.13,   0.04,   0.00,   0.33,   0.42,   0.22
20080915,  -4.21,  -3.61,  -4.32,  -3.60,  -4.93,  -8.13
20080916,   2.01,   2.72,   2.87,   1.09,   1.66,   4.29
20080917,  -4.18,  -4.44,  -5.40,  -4.10,  -4.50,  -7.20
20080918,   6.20,   6.09,   8.54,   3.35,   3.70,  10.65
20080919,   3.72,   4.09,   3.96,   2.66,   5.25,  10.29
20080922,  -3.58,  -4.14,  -5.71,  -2.95,  -4.25,  -7.57
20080923,  -1.62,  -1.49,  -1.30,  -1.49,  -1.67,  -1.52
20080924,  -1.45,  -1.87,  -1.48,   0.06,  -0.17,  -1.45
20080925,   0.88,   0.66,   1.20,   1.59,   1.98,   2.58
20080926,  -0.35,  -0.15,  -0.35,  -0.06,   0.07,   2.02
20080929,  -6.12,  -5.83,  -7.36,  -7.52,  -8.14, -14.33
20080930,   2.62,   2.83,   2.71,   4.55,   4.45,  10.42
20081001,  -1.48,  -0.95,   0.69,  -1.10,  -0.53,   2.75
20081002,  -5.20,  -4.30,  -4.44,  -4.24,  -4.11,  -3.65
20081003,  -3.30,  -2.68,  -2.56,  -0.87,  -1.20,  -4.04
20081006,  -4.90,  -3.50,  -3.72,  -3.83,  -3.92,  -4.22
20081007,  -5.52,  -5.53,  -6.84,  -4.71,  -6.01, -10.41
20081008,  -1.95,  -1.93,  -2.84,  -0.58,  -1.31,  -4.27
20081009,  -7.17,  -8.11,  -9.37,  -6.33,  -8.34,  -9.28
20081010,   3.03,   3.38,   4.18,  -1.76,  -2.41,   3.29
20081013,   9.82,   8.51,   7.87,  11.63,  12.28,   9.64
20081014,  -2.83,  -2.35,  -0.85,  -2.27,   0.50,   4.84
20081015,  -9.60,  -8.52,  -7.80,  -8.51,  -9.30,  -8.78
20081016,   5.90,   5.90,   5.80,   4.91,   3.47,   2.29
20081017,  -1.31,  -1.60,  -1.60,  -0.22,  -0.13,  -1.70
20081020,   3.94,   3.68,   2.65,   4.47,   5.48,   4.10
20081021,  -2.88,  -2.68,  -2.76,  -3.16,  -2.83,  -2.40
20081022,  -5.28,  -5.16,  -4.76,  -5.55,  -6.36,  -5.96
20081023,  -2.74,  -2.37,  -3.48,   0.44,   1.28,  -0.36
20081024,  -3.70,  -3.42,  -3.59,  -3.01,  -3.28,  -4.12
20081027,  -5.00,  -4.06,  -3.79,  -3.00,  -3.70,  -3.46
20081028,   6.47,   7.11,   6.30,   9.88,  10.24,  11.04
20081029,   2.20,   1.32,   1.46,  -0.41,  -0.63,  -2.29
20081030,   4.82,   4.34,   4.80,   2.84,   3.02,   1.96
20081031,   4.47,   4.33,   4.97,   1.06,   1.73,   4.58
20081103,   0.24,   0.47,   0.31,  -0.25,   0.08,   0.72
20081104,   1.48,   1.02,   1.42,   3.43,   4.35,   3.91
20081105,  -5.07,  -5.00,  -5.92,  -4.66,  -5.06,  -6.95
20081106,  -3.61,  -3.58,  -3.65,  -4.52,  -5.65,  -5.17
20081107,   1.75,   1.35,   1.18,   2.99,   2.45,   2.18
20081110,  -2.06,  -2.23,  -3.39,  -0.82,  -1.10,  -3.63
20081111,  -2.38,  -2.09,  -2.14,  -2.32,  -2.03,  -2.49
20081112,  -5.93,  -5.85,  -6.26,  -4.62,  -5.44,  -6.51
20081113,   7.26,   7.36,   7.82,   6.57,   7.46,   6.19
20081114,  -6.25,  -6.19,  -6.56,  -4.18,  -3.87,  -4.17
20081117,  -1.15,  -1.06,  -1.83,  -1.98,  -3.01,  -4.70
20081118,  -1.30,  -0.74,  -0.53,   1.30,   0.52,  -0.69
20081119,  -7.36,  -6.96,  -8.23,  -5.32,  -6.62, -10.41
20081120,  -6.09,  -6.20,  -6.30,  -5.94,  -7.01, -10.74
20081121,   4.88,   4.87,   3.57,   6.35,   7.16,   3.37
20081124,   6.85,   6.45,   7.68,   4.92,   6.56,  13.63
20081125,   1.13,   1.60,   2.37,   0.08,   1.89,   3.08
20081126,   6.20,   5.44,   5.52,   3.35,   4.09,   4.59
20081128,   1.07,   1.18,   1.44,   0.78,   0.75,   3.90
20081201, -10.26, -10.54, -11.91,  -7.85,  -9.08, -13.65
20081202,   4.44,   5.22,   6.32,   3.48,   3.93,   6.48
20081203,   2.16,   2.49,   3.64,   2.39,   2.56,   3.97
20081204,  -2.88,  -3.00,  -2.04,  -3.01,  -3.18,  -1.53
20081205,   4.41,   4.35,   4.91,   3.22,   3.73,   6.44
20081208,   4.69,   3.60,   3.39,   3.29,   4.40,   4.75
20081209,  -2.58,  -2.94,  -3.57,  -1.93,  -2.26,  -3.10
20081210,   2.08,   2.04,   1.53,   1.25,   1.33,   0.01
20081211,  -4.41,  -4.56,  -5.33,  -2.28,  -2.72,  -5.76
20081212,   2.86,   3.31,   3.54,   0.90,   0.20,   1.71
20081215,  -3.31,  -3.01,  -3.52,  -0.92,  -1.74,  -3.44
20081216,   5.53,   5.76,   6.60,   4.52,   5.36,   8.55
20081217,   1.22,   0.72,   0.50,  -0.89,  -0.54,  -1.31
20081218,  -0.80,  -1.46,  -1.15,  -1.89,  -1.96,  -1.92
20081219,   1.06,   0.97,   1.00,   0.38,   0.17,   0.04
20081222,  -2.13,  -2.20,  -2.33,  -1.44,  -2.29,  -2.88
20081223,  -1.25,  -1.36,  -1.54,  -0.56,  -1.06,  -1.93
20081224,   0.35,   0.50,   0.72,   0.45,   0.30,   1.59
20081226,   1.17,   1.29,   1.16,   0.49,   0.76,   0.62
20081229,  -2.19,  -1.88,  -1.88,  -0.53,  -0.16,  -0.79
20081230,   3.20,   3.34,   3.59,   2.14,   2.56,   3.77
20081231,   3.08,   3.28,   3.74,   1.30,   1.88,   2.14
20090102,   2.12,   1.63,   1.74,   3.28,   3.32,   2.83
20090105,   0.65,  -0.44,  -0.14,  -0.18,  -0.11,  -1.71
20090106,   1.75,   1.83,   2.58,   0.73,   0.64,   1.66
20090107,  -3.18,  -3.24,  -3.19,  -2.56,  -3.18,  -4.88
20090108,   0.93,   0.97,   1.60,   0.26,   0.71,   0.41
20090109,  -3.40,  -3.82,  -4.34,  -1.72,  -2.43,  -3.29
20090112,  -2.59,  -1.95,  -3.36,  -1.69,  -2.53,  -4.80
20090113,   0.44,   0.98,   0.68,   0.08,   0.42,   0.62
20090114,  -3.73,  -4.20,  -4.81,  -3.03,  -3.50,  -4.56
20090115,   2.28,   1.72,   1.22,   0.85,   0.14,  -2.68
20090116,   0.69,   0.72,   0.71,   1.23,   0.37,  -0.90
20090120,  -5.86,  -6.48,  -7.62,  -4.06,  -5.92, -10.52
20090121,   4.82,   4.57,   4.30,   3.29,   4.63,   9.47
20090122,  -2.69,  -2.49,  -3.97,  -1.21,  -1.55,  -3.48
20090123,   0.11,   0.44,   0.44,   0.16,   0.59,   2.07
20090126,   1.38,   1.15,   0.76,   0.70,   0.29,  -0.03
20090127,   1.14,   1.25,   0.63,   1.17,   0.67,   2.25
20090128,   3.21,   3.53,   4.47,   2.39,   4.05,   6.77
20090129,  -3.70,  -3.78,  -4.88,  -2.46,  -3.82,  -5.59
20090130,  -1.62,  -2.09,  -2.99,  -2.18,  -1.92,  -3.19
20090202,   1.06,   1.26,   0.89,   0.02,  -0.01,  -0.58
20090203,   1.44,   0.54,  -0.13,   2.05,   1.36,  -1.22
20090204,  -0.85,  -0.79,  -1.00,  -0.37,  -0.80,  -0.86
20090205,   1.50,   1.48,   1.88,   1.82,   1.25,   1.27
20090206,   3.00,   3.20,   4.35,   2.24,   2.96,   5.74
20090209,  -0.48,  -0.61,  -0.84,   0.05,  -0.02,   0.53
20090210,  -3.91,  -4.59,  -5.41,  -4.00,  -5.00,  -8.18
20090211,   0.48,   0.59,   0.58,   0.40,   0.93,   2.74
20090212,   0.80,   0.45,   0.26,   0.58,  -0.22,   0.08
20090213,   0.11,  -0.48,  -0.95,  -0.69,  -0.87,  -2.59
20090217,  -3.95,  -4.05,  -4.98,  -3.61,  -5.14,  -7.33
20090218,  -1.29,  -1.50,  -1.51,   0.25,  -1.02,  -1.02
20090219,  -1.28,  -1.39,  -2.69,  -1.06,  -0.62,  -3.63
20090220,  -1.30,  -1.47,  -1.98,  -0.77,  -1.64,  -1.96
20090223,  -3.63,  -3.58,  -3.68,  -3.62,  -3.43,  -2.06
20090224,   3.73,   3.84,   5.22,   3.20,   4.77,   7.81
20090225,  -2.43,  -2.23,  -2.56,  -1.06,  -1.21,  -0.32
20090226,  -2.02,  -1.75,  -1.05,  -1.95,  -1.10,  -0.22
20090227,  -0.89,  -0.59,  -1.74,  -1.65,  -2.22,  -4.88
20090302,  -5.64,  -5.20,  -5.13,  -4.26,  -5.43,  -5.37
20090303,  -0.89,  -1.85,  -3.11,  -0.17,  -1.01,  -2.58
20090304,   2.63,   2.58,   2.45,   2.49,   2.67,   0.85
20090305,  -4.86,  -5.38,  -6.86,  -3.51,  -4.50,  -7.78
20090306,   0.54,   0.13,   0.33,   0.57,  -0.38,  -0.47
20090309,  -1.88,  -1.98,  -1.91,  -1.14,  -1.06,  -0.82
20090310,   6.22,   7.01,   8.38,   5.47,   6.97,  11.69
20090311,  -0.09,   0.24,  -0.07,   0.19,   0.41,   1.25
20090312,   5.83,   5.97,   6.83,   3.27,   4.50,   7.47
20090313,   0.63,   0.95,   1.33,   0.74,   0.56,   0.97
20090316,  -1.43,  -1.42,  -1.22,  -0.60,  -0.41,  -0.05
20090317,   4.06,   4.13,   4.84,   2.68,   3.43,   4.99
20090318,   2.66,   3.56,   4.73,   1.01,   2.91,   6.94
20090319,  -0.77,  -0.67,  -1.68,  -0.46,  -1.03,  -4.94
20090320,  -2.98,  -2.65,  -2.75,  -1.54,  -2.27,  -3.52
20090323,   7.04,   7.54,   8.92,   5.80,   7.61,  12.42
20090324,  -3.11,  -3.48,  -4.03,  -1.44,  -1.95,  -4.04
20090325,   2.22,   2.26,   2.66,   0.54,   0.82,   2.93
20090326,   4.48,   4.29,   4.54,   2.63,   2.49,   2.31
20090327,  -3.33,  -3.19,  -3.24,  -1.89,  -2.00,  -1.65
20090330,  -2.45,  -2.86,  -4.34,  -2.61,  -4.03,  -8.40
20090331,   1.28,   1.43,   1.75,   0.95,   1.29,   4.07
20090401,   1.04,   1.66,   2.35,   1.41,   1.84,   3.30
20090402,   4.40,   4.97,   5.41,   2.67,   3.47,   2.69
20090403,   0.83,   1.09,   1.46,   0.69,   1.20,   2.01
20090406,  -1.61,  -1.73,  -1.91,  -0.63,  -1.06,  -1.94
20090407,  -3.14,  -3.27,  -3.15,  -2.29,  -2.43,  -2.49
20090408,   2.25,   2.11,   2.42,   1.24,   1.05,   1.11
20090409,   4.96,   5.53,   6.92,   2.56,   4.44,   9.68
20090413,  -0.29,  -0.14,   0.84,  -0.20,   0.22,   3.27
20090414,  -1.76,  -2.95,  -3.83,  -1.16,  -2.44,  -5.09
20090415,   1.01,   1.61,   2.45,   0.48,   1.39,   3.81
20090416,   2.94,   2.87,   2.95,   1.75,   1.24,   1.85
20090417,   1.32,   1.36,   1.55,   0.22,   0.82,   0.73
20090420,  -4.31,  -5.27,  -6.93,  -3.20,  -4.66,  -9.16
20090421,   2.71,   3.83,   4.87,   1.38,   2.40,   5.34
20090422,   0.74,   0.52,   0.07,  -0.43,  -0.81,  -2.14
20090423,  -0.80,  -0.88,  -1.04,   0.52,   1.11,   1.26
20090424,   2.53,   2.68,   2.48,   1.60,   1.83,   1.76
20090427,  -0.71,  -1.63,  -2.58,  -0.58,  -1.10,  -2.18
20090428,   0.26,   0.95,   0.68,  -0.27,  -0.15,  -0.44
20090429,   3.73,   3.45,   3.85,   1.94,   2.44,   4.35
20090430,  -0.43,  -0.52,  -0.77,   0.16,  -0.17,  -0.82
20090501,   0.10,  -0.36,   0.12,   0.49,   0.68,   0.06
20090504,   3.02,   3.87,   4.73,   2.32,   3.97,   6.82
20090505,  -0.41,  -0.41,  -0.05,  -0.12,  -0.41,  -0.94
20090506,  -0.04,   0.61,   0.84,   0.53,   2.36,   4.85
20090507,  -1.92,  -1.90,  -2.95,  -1.06,  -1.84,  -1.81
20090508,   2.59,   3.30,   4.56,   1.43,   3.16,   5.48
20090511,  -1.12,  -1.93,  -2.05,  -1.07,  -2.98,  -4.98
20090512,  -1.24,  -1.62,  -1.95,   0.16,  -0.27,  -2.05
20090513,  -4.26,  -4.57,  -5.28,  -2.33,  -3.01,  -4.35
20090514,   1.76,   1.76,   2.15,   0.78,   1.07,   2.41
20090515,  -0.47,  -0.60,  -1.37,  -0.77,  -1.33,  -2.24
20090518,   3.26,   3.83,   4.82,   2.74,   3.11,   5.35
20090519,   0.25,  -0.03,  -0.66,   0.16,   0.09,  -1.57
20090520,  -0.36,  -0.83,  -1.30,  -0.17,  -0.75,  -1.59
20090521,  -1.65,  -1.79,  -1.55,  -1.79,  -1.77,  -1.08
20090522,  -0.43,  -0.73,  -0.79,   0.00,  -0.05,  -0.83
20090526,   4.10,   4.67,   4.56,   2.43,   2.95,   3.29
20090527,  -1.29,  -1.90,  -2.46,  -1.56,  -1.96,  -2.85
20090528,   0.42,   0.37,   0.31,   1.13,   1.69,   2.38
20090529,   1.86,   1.80,   1.80,   1.31,   1.46,   1.03
20090601,   3.85,   3.80,   3.89,   2.97,   2.43,   1.35
20090602,   1.30,   0.88,   0.97,   0.27,   0.19,   0.15
20090603,  -0.56,  -0.92,  -1.20,  -1.03,  -2.08,  -2.02
20090604,   1.53,   1.61,   2.05,   0.74,   1.34,   2.72
20090605,  -0.03,  -0.22,  -0.41,   0.06,  -0.43,  -0.75
20090608,  -0.88,  -0.70,  -0.93,  -0.36,   0.00,   0.85
20090609,   0.91,   0.70,   0.66,   0.49,   0.52,   0.24
20090610,  -0.51,  -0.60,  -1.07,  -0.22,  -0.37,  -0.57
20090611,   0.69,   0.42,   0.61,   0.38,   0.97,   1.11
20090612,   0.07,  -0.09,  -0.21,   0.03,  -0.02,   0.25
20090615,  -2.59,  -2.85,  -2.82,  -2.18,  -2.53,  -2.68
20090616,  -1.60,  -1.56,  -1.54,  -1.23,  -1.21,  -1.95
20090617,   1.09,   0.44,   0.21,   0.24,  -0.51,  -0.92
20090618,   0.58,   0.49,   0.14,   0.60,   0.73,   1.86
20090619,   1.05,   0.65,   0.60,   0.32,   0.05,   1.07
20090622,  -3.84,  -3.69,  -3.76,  -2.72,  -3.10,  -4.39
20090623,  -0.55,  -0.81,  -0.96,  -0.03,   0.31,   0.75
20090624,   1.23,   0.93,   0.86,   0.71,   0.78,   0.78
20090625,   2.85,   2.76,   2.99,   2.16,   2.08,   2.00
20090626,   1.61,   1.29,   1.57,  -0.21,  -0.08,   0.09
20090629,  -0.15,  -0.05,   0.08,   0.77,   1.05,   1.31
20090630,  -0.38,  -0.42,  -0.81,  -0.76,  -0.85,  -0.72
20090701,   1.18,   1.93,   2.21,   0.56,   0.36,  -0.07
20090702,  -3.37,  -3.86,  -4.18,  -2.44,  -3.21,  -3.85
20090706,  -0.75,  -0.53,  -1.80,   0.20,   0.05,  -0.65
20090707,  -1.80,  -1.89,  -2.07,  -1.84,  -2.08,  -1.86
20090708,  -0.94,  -0.85,  -1.54,   0.33,  -0.58,  -1.27
20090709,  -0.08,   0.15,   0.57,  -0.11,   0.82,   1.74
20090710,   0.41,   0.30,   0.21,  -0.24,  -0.52,  -1.09
20090713,   2.02,   2.57,   2.84,   1.89,   2.82,   4.63
20090714,   0.55,   0.69,   1.53,   0.50,   0.64,   0.77
20090715,   3.18,   3.79,   4.49,   2.57,   3.27,   4.00
20090716,   1.11,   1.32,   1.34,   0.98,   0.91,   0.46
20090717,  -0.31,  -0.64,  -0.10,   0.13,  -0.20,  -0.29
20090720,   1.13,   1.23,   1.94,   0.94,   1.65,   0.84
20090721,  -0.31,  -0.29,  -0.73,   0.67,   0.15,  -0.55
20090722,   0.45,   0.69,   0.92,  -0.04,   0.07,   0.28
20090723,   2.96,   2.95,   3.76,   2.00,   2.57,   3.24
20090724,   0.59,   0.39,   0.94,   0.30,   0.55,   0.14
20090727,   0.23,   0.65,   1.02,  -0.06,   0.54,   1.12
20090728,   0.12,   0.26,  -0.38,  -0.19,  -0.30,  -0.29
20090729,  -0.27,  -0.61,  -1.25,  -0.07,  -1.02,  -0.76
20090730,   1.26,   1.73,   2.58,   0.78,   1.59,   2.38
20090731,  -0.57,   0.16,   0.70,  -0.20,   0.20,   1.00
20090803,   1.21,   1.84,   2.99,   1.10,   2.17,   2.67
20090804,   0.63,   0.77,   1.25,   0.03,   0.42,   0.97
20090805,  -0.91,  -1.16,  -0.23,  -0.84,   0.03,   1.87
20090806,  -1.63,  -1.44,  -1.51,  -0.70,  -0.18,  -0.68
20090807,   1.75,   2.78,   3.13,   1.01,   1.72,   2.03
20090810,  -0.12,   0.18,   0.35,  -0.25,  -0.65,  -0.12
